text,toxic
sdds chupar buceta,1
cortado pinto,1
cinfilo boy lixo sabe filme bom t frente .......,1
garganta profunda jogador futebol 19 ano pau 22 cm prvia 5. deem muitos rts postar prvia 6 ! . veja agora vdeos completos foda emojis . mande dm mensagem pra mim descubra valores .,1
"hoje acordei vontade morrer olhei espelho aguentei , suporto ver assim , lixo , burro fracassado , acho vou matar",1
queria q continuao kkkkkkk,0
"rt muie brinca dm , nd passa batido filinha",0
facebook amiga compartilhou publicao grupo queen onde comparar freddie jin neste vdeo onde disseram ofensa jin fez ! ! what ? ? ?,0
"rt ihhh povo chato crl reclamando vcuo , manda kkk quer responda oq ? aaa fode",1
pau,0
foda mano,0
saco ta doendo,1
todo dia vou alguma loja aqui shopping maquear haha gastar base,0
quantidade ovo desperdiado pqp,1
"toda hora falta luz nessa porra , assim d n",0
blackpink vir pro lolla j vai vitria pra gente galera nunca nenhum artista yge veio pra c dvidas deve ter show sei l juntem dinheiro logo,0
juro fofinho hahaha pediu beijo bochecha puto tava sentirse corajoso !,1
"desistindo , guerra ta injusta , bastasse todo aparelhamento esquerda golpes baixos , ainda aguenta stf sacaneando todo tempo , sensao secando gelo . nojo desse stf ! stfvergonhanacional",0
completamente diferente vem sendo divulgado jornais .,0
"chama , s pra mostrar pra amiga j t grande",0
pqp vou usar,1
"assim aconteceu nazistas , futuro bolsonaristas sero todos condenados crime contra humanidade",0
grita kkkkkkk,0
cria vai piar aq casa p ver vingadores,0
padrasto cmulo ridculo,1
ficar shadowban novo vou ficar puto mpn nowunited uniters marinaruybarbosa,0
lobo filho puta mano kkkk,1
desgraado cara,1
pqp delicinha,1
"pronto , acabou briga , outro criamos prprio bordo agr polso ainda polsa",0
motel melhor amigo p realizar sonho q tomar banho hidro comer pizza brincar aguentava tempo sauna passar sufoco p encher piscina pq n sabamos enchia at ligar p recepo mulher dizer q q enche kkkkkkkkkkkkkkkkkkkkk,0
"comentrios tipo cuidado , pra engordar , vc ficar feia gorda ia comer casa tia , simplesmente reparava quantidade comida comia , ento simplesmente falava assim quer emagrecer ?",0
"amo allan , pqp . vou dar vida fluminense , pra mim internacional passado",1
rt grande grosso c,1
"chamei mulher tia trabalha habibs mulher xingou tratou maior ignorncia , t cheio dio dessa arrombada",1
camisa time barato pqp,1
puto bolado,0
televiso desligada filho .... nada sobre mau carter interessa ....,1
pai vai comer mc donalds comigo pqp raro d,0
lembro idiota ajudei subir tag,0
mano porra eh ? legal amor,0
"rt ai gabi , s viveu sabe",0
rt sla .... pq deixou separar ainda tempo ?,0
ernesto arajo so burro q prprio presidente,1
caralho viado,1
rt caralho q tatu foda,0
to puta macris acho nome,1
rodei tudo naquela pecuria ontem achei vaca elynne,1
rt teso porra,1
pqp passei temporada inteira dio khai s bastou ceninha pra fazer derreter ship .,1
"tarde embalada f , bom nimo fazer maior sonho acontecer . nada entrave sorrisos , esperana v frente plano faa enxergar mundo core luz .",0
rt ah mano sei la mo tempao nao cantava ta ligado ?,0
milagres acontecem,0
"parabns amigo , tudo bom pra ti",0
trabalhar dor igual namorar amor d certo,0
"boa , gostaria brasil continuasse chamar terra santa cruz .",0
caralho acessor q postou kkkk fdp,1
fala sim . 9 noite mesma coisa 9pm .,0
"noite . tava sala sozinha trabalhando objeto 3d pro minicurso . repente ouo rede balanando , olhei pro rumo rede n vi ningum . rapidamente cu trancou , levantei caminhei devagarinho pra rede . chegou certa distncia oq vejo",1
tava estorvando feio juliet tomando energetico garrafa,0
"rt odeio famlia exposio dessa criana , fofinho",0
porra limpar casa toda sozinha mim,1
caralho brasillllllll,1
rt mil pasta currculos nenhum emprego,0
rt algum,0
boraaaaa ?,0
"odeio emagrecer tudo , respirei diferente emagreci 3 kg pqp",0
rt idai voc bonita feia menos jikooka,0
rt t aguentando hahahahahaha ! ! ! !,0
pt contratou . manuaviaozinhodohacker manuelanacadeia deportagreenwald,0
"cheguei casa , t fazendo almoo",0
"t cool mo n ? tenhais medo , amigo ! pf est vindo",1
"tbh ainda acredito centenas at milhares pessoas esto querer juntar limpar portugal inteiro . gente norte sul pa , litoral , centro , quase porta espanha , puta pariu enormes . espero realize",1
"rt to cansada feia , queria nascer novo",0
rt pessoa noo palavras machucam tadinha,0
"sinto to bem nesse namoro , txicos c outro , conhecendo faz un 2 me nunca rolou briga record pra mim pq conversamos mt abrimos mt c outro , rola tanta liberdade confiana",0
iphone ruim role,0
"rt voc cu doce , admite vai",1
feio mulher abaixa cabea homem amor,0
"quero ver vamos precisar ir srie c demitir treinador medocre , . quer ouvir torcida , menos oua grupo colocou presidncia novamente . todos anseiam projeto treinador v pra casa caralho .",1
perfil visto 2 pessoas ltima hora,0
passando frio aeroporto deus favor existir leve gtagora,0
"s defeitos caralho , poxa raissa s perfeio",0
"nunca pensei ter relaes fantasma , saiba algo adentrar cu , acontecer .",1
chorando pq pessoa chamou indiretamente feia,0
"dhajdhahdhhahdhahshashah sentimento idiota , faz m tempo fico assim",0
"obg celly , tmj porra",1
"rt mlq bato palma p mim pq caralho , mulher p caralho",1
indo cortar cabelo cu mao,0
ok vou tatuar bunda linda namorado,0
cada dia distante dessa frase,0
aguardando nota oficial conta dessa flagrante censora deste governo fascista contra liberdade imprensa ... kkkkkkkkkkk,0
"rt voc fuder rabo , prometo decepcionar",1
"vejo nenhum assalto latrocnio foto perfil , claramente h criminalidade brasil .",1
surtou pqp vitria primeiro lugar,1
rt anda foder cmg,1
"parabns namoral , lixo",0
algoritmo odeia,0
queria vai ficar vontade pq dels olhou mim disse,0
rt pqp falar ? ? s dizer dupla perfeita .. lindossss,1
"nunca fiquei to feliz ver dia to feio vida , desculpa perfeita pra ignorar todo mundo n sair ngm",0
"ir centro depositar 8 pila , t puta preguia",1
vc braslia ? ento fala concordo ah vei pqp,1
"pessoas s so boa voc at convm ! voc s presta , est sendo boa pro outro voc serve , voc presta falam mil coisas .... tempo brother",0
mano s trocar ideia milho f1 algum pronuncia carai,0
acabou palhaada !,0
rt ninguem nunca pensa mim ante fazer porra nenhuma sempre coloco todo mundo frente pq sempre penso ge,0
amo maricy . ate agora enganou nenhuma ! ! !,0
"rt quero quer , quer vou querer ento brota maldita",0
"porra , amo , faz toda vontades . falei q queria almoar dinheiro falou q ia dar jeito p gente ir",0
orgulho selo scream amp yell libera single comida acompanhado bside one hundred year from now clegg ! audio streaming download gratuito aqui gt,0
"vapes , cigarro virou gadget . s imagino dano gerao atualmente adolescentejovem . at influencer fitness ! fazendo propaganda cigarro eletrnico ! ! story , regra , filtro , aviso perigo dessa bagaa . 20 ano conta chega",0
"arrependo nada , tudo fiz trouxe algo , felicidade pra caralho , aprendizado sobra",1
"abel vai fuder , flamengo precisa voc ! !",1
"diego alves rafinha rodrigo caio pablo mar filipe lu cullar gerson everton ribeiro arrascaeta bruno henrique gabigol cara , impossvel sonhar ttulos . vai ganhar ? ningum sabe . , possibilidade gigante !",0
puta pariu cacete vlei aaaaaaaaa,1
errou feio errou rude,0
zayn linguinha pqp,0
porra ! ! ! ! ! ! porqu ? ? ? ? ?,1
kkkkkkkkk aaaooo aooooo corre corno ta puto,1
"observe grfico deter , mdia , subestima desmatamento . mdia aumento 95 deter equivale aumento 100 desmatamento real",0
"vo menos dia , vo deixar artistas aleatrio , tipo der sorte pega dia dennis , ainda querem tirar uma festas so tradio , ridculo vdd . todo mundo esperando ano viagem fazem",0
achei foto piercing peito kkkkkk bateu fogo cu p furar dnv,1
puta merda hein caralho vai foder namjoon amo,1
base foda ainda debochada kkkkkk,0
"apple , so produzidos taiwan foxconn , empresa produz vrios componentes pra sony , microsoft , dell , etc , s pq empresa terceirizada parte grande corporativa amr",0
aflio gay mulher hetero q gostam pau q aceitar triste fato homem vim junto,1
"lixo ! ! ! ! ! ! nvel artistas influenciadores q vendem intelectuais esquerdistas usando maliciosamente popularidade manipular incautos acreditarem mentiras inverse imbecil coletivo , fazendo idiotas teis repetirem macaquices",1
ngm importa,0
trabalhei passando mal p caralho tnc,1
rt nunca vou beber tanto igual ontem puta pariu raiva,1
rt dom sumir palheta puta merda,1
n fdp ?,1
horrvel !,1
"sim porra , sono morte massa",1
qq custa ter show desse cara cba pqp,0
amo pra caralho,1
pra criana pro pai criana ! pra tb ! pq ? ! ! ! sugesto formiguinha ! chocolate presentes praiadocanto vitoria festascriativas festainfantiloficial festasvix praia canto,0
ningum pra pega almoo gacho pqp,0
rt cu filha sente cheiro aclamao,1
"voc afastou fulano pq ? gente vezes msm consigo fica perto mim , foda ...",0
erra achar abbrinhas jornalismo .,0
caras namorando gay blz chama boiola excuse wtf,1
questo principal hoje moro mensagens vazajato ... entrar suspeio ... libertar lula ... arbitrariedades trapalhadas bolsonaro so pra desviar foco,0
kkkkk vc merece babaca caia disse menino ney,1
"rt vem aq ent pega 4 p vc , irritantes porra",1
bem difcil pra mim ...,0
"bah , olha declarao deco nascimento pra imprensa . qu cabea abobado des pra falar ? pqp ....",1
safado engoliu rola vontade haha dao rt safados comenta quer fazer amador cmg haha,1
"postura agressiva stf , vou ficar aguardando s dia nova manifestaes , podemos desistir . quero pa livre des malditos ! ruas pra valer ! ! !",1
"artigo 142 invocado presidente , h outra soluo !",0
"dizem maluca n andar uber sozinha , mt perigoso deus livre",0
amm,0
"feitio mm filho puta , souber levar completa juro",1
"sim , tlc ... to gostando compartilhamentos . pm blogueira kkkkk melhor chamar batman",0
algum sabe onde posso encontrar all star branco imbituba ?,0
sonho perfeito pqp,1
sabia acorda cedo pqp,1
j vi cantando dolores lindo cantou toda musicas pedi,0
"guarda vagabunda , delinquente principalmente mina carente !",1
"gente srio q tipo demncia lev pessoa falar coisas ? kkkkkkkkkkkk ali , respeito rainha , gina diva",0
ariana grande simplesmente perfeita,0
rt amore ngm gosta vc pq chato msm nada dmais rolo n vai pra frente pq ngm aguenta mimado egosta pra caralho,1
merece msm ! q brigue mae vezes bom dm saber gt fez alguma coisa deixa feliz aliviada,0
tipo querendo fazer churrasco,0
vamos procurar logo fotgrafo caribe kkkk quero ensaio fotogrfico pauriany l paulinha fab,0
rt come primeiro parte bolacha demente,0
"dani cuidava calouros , puxou vrios papos comigo , achei s tava sendo simptica r dia matrcula , veio plaquinha s achei engraadinho , entender indireta r ainda bem insistiu lerdeza tamos junta h 4.4 bem sapatonas",1
fala ai inicial ta interessado sta qm sabe,0
pegaria alguem 2 atomo ? n conheo ngm acho kakakaakk manda nome aii,0
porra vem vcs doi pra sp,1
porra fala kkk,1
"enfim , to puta",0
montar casa lados bons ruim,0
"conta weverse denunciada , s fato escrevia algumas coisas coreano pqp vo tomar cu fez t triste",1
voc j deu pro hoje ?,1
vai tomar cu amigo parceiro ainda bem gosto ficar casa pq depender companhia algum pra sair fazer alguma coisa tava ferrada,1
cachorra vem cara cnica pata tudo suja lama d vontade esganar desgraada,0
"galera braslia ! ! ! contamos vcs ! ! ! hoje , 0208 18hrs frente stf ! ! rt pessoal avisarmos maior nmero brasiliense possvel ! ! stfvergonhanacional",0
"brindes personalizados casa homenagem . traga ideia , n soluo ... . solicite oramento contato whatsapp 996449040. kid infantil uberlandia brindes trofeus presentes personalisado casadahomenagem sale",0
rt vida resumida tweet,0
"n , seres humanos , podemos fazer guilhotinar donos 100 companhias so responsveis 70 emisses globais poluentes guilhotinar ruralistas agronegcio usam 72 gua tratada pa parar cair discurso ecodemaggico",0
"s magras , pessoas achamso gordinhas sentem bem prprio corpo , entendo completamente , n quer dizer q q achar corpo mil maravilhas pq n gorda",0
"fodase , vou encher cu porcaria jogar lol",1
"oxe , moral q epic vai fazer jogar skin randomica ?",0
rt mano ressaca caraio,1
alex vc incrvel ok manda povo foder vc mt gentil bonita fofa tima amiga,0
"putz , ainda querem ter credibilidade ? exbbb mano , exbbb ! ! !",1
beber sono passa suficiente pra deixar terminar tarefa ?,0
"paulo , amo livros ... comecei onze minutos , seguida alquimista , sinto tentada partir pra margem rio piedra sentei chorei ... voc escritor brasileiro favorito",0
pqp vou usar off shape amgs rlx kkkkk,1
"viado t inveja j bolsa vc ? ? cara , parcela 10x algum shopping compra sim , poi , t feio ciuminho kkkk",1
basicamente duvidando toda relaes todos tipos q constru at agr pq t sentindo lixo txico chernobyl,1
quero comer chocolate gente sol t to quente pra sair casaaaaaaa aaaaaaaaaaaa vou chorar to tpm,0
porra batalha ontem fi kkkkkkkkk,1
t errado u kkkkkkkkkkkk,0
amigo troco ferradura pra ir amanh ? bando viado,1
maaaaaano cu ferrada pqp ! ! !,1
agora vou fazer pra falar ? porra,0
tavao pica kkkkkkk melhor n,0
algum diz q grupo q sm qr enfiar jongin baek ? ?,0
"s , ir destituio total stf . somente manifestao dominical , ficar braslia at corja tomada expulsa l , importa tempo leve ! ! ! seguindo exemplo peruanos ! ! !",1
vdeo pra mim tudo,0
acabo assistindo casos famlia pqp,0
"gente , coisas preciso urgente aprender comida vegana molho tortas . n sei oq acontece receitas vejo youtube nao sao acessiveis",0
rt jesse rutherford devon carlson sei lidar beleza vcs puta pariu pais,1
concordo,0
"tomei dramin , porra sono",0
tchorei kkkkkkkkkk,0
olha violncia nunca legal . maior violncia entrar terra outros desmatar . indgena merece medalhas .,0
"yuri mateus tava pegando pinto , maniacos",1
todo dia pergunto pq polcia militar acabou ainda kkkkkkkkk fazer concurso treinamento pra verdeiro filha puta,1
"farmcia ontem comprar uma paradas henrique comprar mamadeira tbm perdeu , sai pegando flamengo l 40 cheguei casa v , porra n acreditando preo nmrl",1
"talvez possa ter comentado querer ! pq srio , comentado algo tipo bom dia acordei linda plenum hitado desse jeito ! gente importa hate , s engajamento !",0
erra garoto to puta aqui,0
jovens hj dia s pensam naquilo q comea s saber vai cantar intro prximo lbum,0
ta feio assim seguimores,0
algum bk adota gato porra olha propaganda,0
to jogando lol normal deve q vida n t indo pra frente,0
cara novo conseguir mostrar futebol acho rola,0
"rt t enchendo saco onda querer genro , fcil arrumar namorado",0
"bateu pouco ainda , ter amassado cara desse fdp",1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk t morrendo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
"sujeito diz ... governo respeita famlia . manda ler constituio desconhece saber famlia , nica concebe . pobre carluxo ndio ... so famlia ...",0
partir hj mulheres arbia saudita podem ter passaporte viajar permisso homem vcs falando q feminismo ja conquistou td q pra conquistar,0
aoaosowodpwncoekspaloa carinha hoseok caralho deus amo,1
sustente ideias ? ? ? ? ? ? ! ! ! !,0
to surtando j pqp kkkkkkkkkkkkk,1
ia chorar certeza,0
pq acompanharia cblol odeio merda vai toma cu twitter . vou excluir conta nessa porra tbm .,1
"sonha ta transando acorda vontade ? , vsf kkkkkk",0
casal fica boiolando 24h dia certeza,1
t ventando tanto parece vai chover,0
"carioca nn puxa s , troca x",0
s brasil vamo porra,0
mano d onde q tartaruga ? amor deus kkkkkkkkkkkkkkkkkkkkkkkkkkkkk jabuti caralho,0
kkkkkkkkk sai viado,1
sim compromissos desse corno desgraado observar dormir stalker caralho deu m agonia porra,1
caralho n aguento,0
onde vai estrelar ? descendants3,0
"nazismo esquerda ! engraado nazismo direita praticamente mesmas tecnicas hipocrisia iguais , s muda hitler inteligente filho puta , agora bolsonaro trump so s filhos puta !",1
aeeeee caralho vem tquio voleinaglobo,1
simplesmente apaixonada pqp q mulher incrvel,1
crlh deixou fudido,1
gente quer ajudar pessoas s toma cu prova vtima,1
"sotaquinho mineiro principalmente bh coisa linda temmmm , aguento juro",0
resfriado maldito pqp,0
pleno sbado chuvoso resistncia chuveiro eltrico fica ruim ... obrigado tomar banho 2 minutos frio carai,1
parece sim discordar nazista,1
vai sair lanando 3 disco logo,0
"prepare kit cela , terrorista",1
"comida tia cirlene outro mundo , pqp",1
ness casos vemos fazer faculdade absolutamente nada ver maturidade pqp infantil caralho,1
faltou ponto final pra comentrio,0
rt piranha gostosa,1
bom dia flor vidaaaa mpn larissamanoelaig larissamanoelaapresentadora marimoonlarissamanoelaslime,0
"impacto negativo violao dado capital one , atinge amazon web service , armazenaria dado governo norte americano 2020. nsseg violacaodedados cybersecurity protecaodedados segurancadainformacao ataquecibernetico cyberrisks",0
n caraio,0
rt pegou pilantra,1
"guanabara quase segunda casa , vivo l agora",0
"canalhada , vergonha dessa corja ! ! !",1
"reinaldo existem cpias , forma outra brasil vai saber tudo vasamoro vasajato",0
"pai diz menina mola p , sei possvel . mulher incrvel !",0
aviso importante sobre domingo dia 04082019. abriremos ! retornaremos s atividades terafeira dia 06082019. willbebidas taubate tremembe pindamonhangaba bar lougebar lifestyle will bebidas,0
deus,0
"rt to pacincia nenhuma hj , qualquer gracinha j to mandando tomar cu ! !",1
tocar opening stranger thing teclado porre puta merda,0
kkkkkkkkkkk parece at agt,0
los angeles maior q el mal querer bjs,0
loli 3d pior coisa mundo,0
rt ali cima pfv custa nd,0
rt d pra acreditar macho lindo desse sensato desse jeito parece at surto coletivo,0
"q porra desse pia v q respondo nada fica chamando , vai dormi",1
porra sono gostoso mano,1
tanto ligao msg t celular pqp,1
"vdd nenhuma dessas , fiquei curiosa seguimores acham mim",0
"nico maluco chinelo nesse frio , carioca osso",0
"quero saber onde twitter t enfiando notificaes q t aparecendo outros comenta bagulhos aqui olhar perfil , vejo . mereo",0
"esto pensando devolver dinheiro pilhado durante ano todos ? brasil sai crise , paga dvida externa interna ainda sobra pra acabar fome mundo .",0
gente pr selecionada ! ! ! arte curtida comentada vai estampada nova coleo loja ! favor ajudemmm kkkkk curtam comentem pra mim favorrrrrr,0
ganhar qualquer abrao hoje comeo chorar deus sabe vou parar,0
ganhasse real cada vez heyoon falasse est chocada estaria rico,0
"sorte ver hoje vai sofrer , to trapo",0
"kkkkkkkkkkkk k.o , porra , mnimo vmito emoji verde , mongol .",1
puto gritando dando rabo lisinho pro leiteiro nego pauzudo,1
turma terra plana .... s falta falar existe espao tb ... burro junto ....,1
rt logo passa,0
"foda , voc parar pra pensar vida ver quanto mudou , quantas pessoas embora quantas chegaram . mudana constante .",0
comeou bendita clica,0
t porra ? ! ? !,1
menos t lavando pinto podium pior lavar,1
menino comenta tweet todo mundo pqp kkkkkkkk,1
mano cara quase faz cabea queimar porra secador praticamente encostado nela,1
carai toda vez q vejo racista apanhando fico moh feliz,1
mina vlei dando alegria pqp tamo tquio,0
"odeio mete vou pensar , faz suspense krl pra final final , falar sim",0
impressionante alto comando exrcito apoiar ... papel degradante,0
"rt gente , vcs conseguem tacar pau amiguinha d vcs dp postar foto falando q ama ? ? ? ? ? ? ?",0
rt depende carro .... poste nba mini ... gaja deve conseguir entrar ....,1
mulher segredo dessa pele ? ?,0
to linda ! pqp caitrionaaa,0
"pia , fico cara fita to curta , preciso ouvir menos 2x seguidas pra aceitar acabou",0
boaaaaa carai,0
voc ta falando coisas tio lulu,0
hahahahahahahaha vsf t tirando pra nadaaaa,0
"bando canalhas , destruram brasil , roubaram tudo agora comunista inferno vem palhaada , vocs merecem cadeia . bolsonaro toda razo .",1
"olafao pique evezinha , feio ver",0
vsf kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
"chegou auge mano , . vai tomar cu pra la",1
"conhea grammeowster chef , mestre culinrio seliana antigo mentor meowscular chef astera ! cinco coisas aprendemos sobre monster hunter world iceborne , chegando 6 setembro",0
rt desconstruda iphone kkkhm,1
olha jeito torcida caras torce pel9 amor deus perde p alm so batem vtnc,1
rt voc tenta relao confiana algum pessoa quebrar confiana p fuder n,0
"ficou chateada pq amiga vai poder vim , t triste agora",0
"rt parabns p vcs , pq p mim n rola ! ! ! ! ! ! ! ! inaceitvel",0
"caralhoooooooo sonhooo , ia chora",0
tdio porra bixo,1
vivendo odio tnc,0
ainda nao ... s pouquinho pacincia pq ainda to aprendendo administrar coisas,0
caralho ta frio pra porra,0
coisa entendo gente feia privando instagram kkkkkklmmkkkkkkkkjjk,1
"parabns coragem , porque noo s pode ta cu",1
rt kakakakkaka sei porra comeo fim,0
rt pqp,1
s fala merda kkkkkk,0
digo quero livro 60 paginas sobre trench nao intelecto suficiente pra ler provavelmente nao entenderia nada,0
"pq saiu ? ambiente ficou pesado pra mim , desconfortvel , cansao , frio , puto pq bloqueei carto , conflitos internos bla bla bla",1
rt pessoal gosta pagar doido hein,1
"vc avocado t sentindo enganado billie vc est sendo avocado errado . sei dou risada situao choro gente divulgou atgggth rdios , fez bio lyric , trocamos icon , header nome pra atgggth is coming billie xanny hum kkk bjs",0
sandy jnior so melhoras porra sei cantar toda msicas,0
queria feia assim,0
rt mano ahahahhaha fr n possvel vcs conhecem gay feios ? q,0
"rt aonde rola muita briga , rola amor",0
"tanta merda s partir caralho ovo , humano gosta complicar simple oh deus .",1
rt ante s queria dizer entrosamento tandara roberta foda demais ! ! ! bernadinho burro .,0
fiquei pq gata pra caralho feio mano vai pra puta pariu,1
"melhores animais mundo macaco cachorro junto , dar errado",0
"facebook t tudo timo , alguns problemas , t indo ... instagram t tudo perfeito , vida maravilha ! twitter inferno ! porra t merda ! vontade matar filho puta caralho ! voltei pra c .",1
mae un surtos puta pariu,1
hoje porra,1
rt araso preo . conta chegou .,0
stfvergonha nacional hashtag lidera trending topic hoje redes sociais . graa ... corte urubus ....,1
rt hello vida poderias obsquio mudar roteiro fdp ? n aguento mesma merda sempre nesse caralho sifude,1
caralho duzentos maluco ? ? ? ento,1
"olha aqui , curti 3 fotos , nota , obrigado",0
andrei vc vir aqui casa roupa casamento t pronta j,0
rt voc estressa oq fiz ? nada,0
hoje mengo porraaaaa gofla,0
talvez quisesquero,0
"meter vai varios lugar kkkkkk vai ta feio ja iii assim , tendi nao , pq nao iria ?",0
porra sabi fodeu c brao,1
rt maior pica sair casa chuva,0
medo filhao retardadao assim,1
caso v saibam !,0
apareceu cu assassino tl horror,1
"morta , achei q ia mostrar volume rola kkkk",1
hoje sabadooooooooou caralho,0
nesse frio bixa brincando guerrinha agua,1
dificuldade dessa empresa bosta mandar embora nessa porra,1
pb terceiro estado ne investigaes trabalho escravo,0
calma amo to indo amo ja to chegando amo pqp prendeu gato ai vai toma cu qlguema dota gatinho,1
amanh surf porra,1
"caras so doentes , colocam lula bostonaro vdeo futebol ! !",1
ainda to fudido campo pqp,0
"rt salvem planeta , lar , voce pode fazer diferena nisso armyssavetheworld",0
barbeiro engraado tnc,1
"chamei gorda , querer po",0
"veneno cara , toma c",1
"ultimamente posso ver ningum chorando quero chorar juntinho , porra ?",1
"rt dormir bonecos animados ... contas , podamos chamar hentai som",1
luiz viado dm meeeee,1
"n agradecer lucas jose fez p mim srio , tlgd q vou retribuir porra mano",0
"rt cabelo ta caindo , to ficando cada vez magra vsf vida",0
limites cara pau,1
"rt jeito q hoseok sempre est yoongi , cuidando animando , diferente",0
rt travesseiro nasa deve bom voc conseguir dormir tranquilo noite,0
"roubaram bilhoes nao reformaram predios ministerios , congresso , senado , etc . posse presidente fiquei envergonhada . mosaicos estao lixo , persinas caindo horror . brasilia precisa d boa faxina . rodoviaria virou albergue .",0
rolezinho influencers vale paraba,0
"gata rouba cama , porra companhia",0
"oh , god . acho q insensvel ! embora achado lambana parte pr , acho sendo hiperdimensionado nico propsito desestabilizar tumultuar gov . presidente oab chorou ver frases bolsonaro nunca fcil",0
sa hj . t feio barbudo viu ficar assim kkkk,0
saudades nao ligar pra porra nenhuma bem fcil,1
aproveita entrega tudo pra pf .,0
prprio significado hitar bomba oh msica ruim porra bc,0
ja vou caralho,1
"krlh kkkkkk , cr deveria agradecer outro ter praticamente salvado vida",0
"rt mano , homem ridculo dm hora . cara faltava bater mina pra arrumar 1 bj . pqp moss fiquei grilado pnc",1
"vocs conseguem trocar amor to rpido cara , gosto mesma pessoa j faz un 5 ano , algum ensina carai",1
"muita gente ajudou chegar aqui , trancos barrancos consegui , famlia , amigo , f , vocs devo tudo",0
mesa ferro fudido,1
fogo racistas porra,1
"oq famlia contra ficar quieto quarto fechado ? ! caralho , vou pra rua beber usar drogas acho ficam tranquilos assim",1
"rt tik tok , kwai porra sao cncer internet q acabar",1
"pqp , estmago chega embrulhou",1
seguia lixo aaaaaaaa,1
homem !,0
"pago oq preciso , quero parada",0
q casa linda,0
caralheo sensacional,0
rt juntar todo mundo denunciar tt des divo f,0
rt mara tpica bolsomonion dizendo mamata acabou fofocalizandonosbt,0
garota ? ? ? ? ? ? ? ? ? ? t maravilhosa md,0
"parabns simbolo , ajudem fisioterapia tambm , merecf",0
continuum assim vamos ver ahah,0
"v disse frango comi , gosto frango , mto inocente",0
"to bolado cmg msm , pqp",1
senhor ! ! ! obrigado continue assim,0
s testando pra saber kkkk nowunited mpn uniters,0
"rt come bolacha 1. , n fale pfv",0
"rt cacete mano , q vou ter alguem",1
ta frio pra caralho maluco,0
"aguento ouvir , , , manh ... pqp ainda so 1312",0
imaginem s mano falando ... imprensa iria surtar ! ! !,0
falta mulher presa,0
jogador s sabe procriar nessa porra,1
reclamar vou mandar tomar cu,1
acordei planejando role nada t indo dormir alter caralho,1
"deus sabe oq faz , infelizmente rsrsrs",0
caralho acorda nao precisa esconder ter medo,1
algum vale paraba indo ? ? ?,0
serio sapatao,1
pq nome sai boca viadinho ?,1
olha q depender mim velho abusador estuprador vai tomar cu bem tomado ! ! ! ! ! vai sair impune to ai q nojo mano nojoooooo,1
"imprensa paulista esto vibrando contratao dani alves sp . precisavam disso , ofuscar flamengo vem fazendo contraes . esquece forma , 36 ano jogando calendrio insano futebol brasileiro .",0
blogueira roa merece paulinha fab,0
rt agnaldo n quer d cu pra bia . poxa agnaldo,1
"srios problemas deixar tocada . desinteresse falta afetocarinho pessoa , apenas sinto incomodada algum tocando .",0
rt ficar vontade carai,1
"eua impressionante tudo lindo , banana tm toda msm tamanho , sempre msm sabor , camares tb so maravilhosos ...",0
rt 500 pessoas lista q chega ?,0
odeio tratam grosseria moral vsf,1
porra acabei cair bueiro vei ? ? ! ! ! ! machuquei p pra variar,0
"primeira impresso metida nvel proximidade 0 10 0 mensagem pra voc metade brigas tbm tava , parece maneira , sla , n conheo mt bem ppp dm devo ficar preguia ok",0
ento chupa rola ne amore kakakakakak,1
"kkkkkkkkkkkkk caralho , d",1
t doendo s porra vou estourar,1
"boiola somi , olha mulher cara",1
voc pegaria mina ? claro,0
vai macho comedor fode gostoso rabo guloso puto ! precisar vou aqui baixo vendo pertinho cena maravilhosa ! ! corno cornos cornomanso cuckold cuckolding gaycuckold cuckoldgay macho puto,1
vitinho vai vim frango dia 9 pqp precisoooo,0
quero beber vagabunda hoje companhia faz,1
"rt vamos pra tquio , porra",1
"responder whats bom , responde n fdp",1
eba piranha voltou,1
"demite tcnico filho puta , s escala errado ! 26,6 aproveitamento ! ta esperando time cair pra demitir desgraca ? so volto pra barradao fdp sair ! vou dar duas rodadas pra quebrar scio , caso nao saia .",1
rt mulher pensa t melhor amigo deve t rodeado mulher realmente acontece,1
to podre sono consigo dormir pior merda,0
caralho . comecei chorar,0
"sim , acho , fica opinio fico , beleza ?",0
gosto feia,0
yoongi deve tao boiola taehyung juro pra vcs soft taegi eh outro nivel softness nao consigo explicsr,1
lanterna ranking educao manda lembranas . endireita brasil !,0
"trnho 44 ano sempre vi algum escroto agredir mulher independente lula bolsonaro dilma fhc governo , parem jogar conta pro presidente atual hipocritas",0
direto ler final pq mto fdp kkkkerrrrr !,0
"mulheres principalmente artistas , chega achar vocs so merecedoras porra toda deixar mostrar vocs fazem . mostrar vocs esto aqui pra fazer barulho incomodar . chega mundo arte liderada s homem . saturadah .",0
emagreceu passa receita,0
carai kkkkk,0
putinha aguenta 3,1
cara trabalhando nego aloprando tnc,1
mongolo fez vdeo praa procurando gente fumando maconha ?,1
pensando tomar banho aqui academia pra ir pra casa tomar outro banho chegar casa,0
rt anunciado oficialmente ! contratao outro patamar ! !,0
menos apareceu pra desculpar ter sido babaca ano ok,1
